id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
46092325,68881141,Tassia,2016-04-25,"Dallas, TX",N/A,N/A,N/A,f,Old East Dallas,1,2,t,f,District 2,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,90,2,5,f,0,0,0,0,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
46099396,61469939,Joanie,2016-03-03,"Dallas, TX",within an hour,100%,77%,t,Old East Dallas,3,3,t,t,District 14,Dallas,Entire guesthouse,Entire home/apt,5,1 bath,1,3,125,2,28,t,7,37,67,67,3/7/23,60,24,1,5,5,4.93,4.98,5,5,4.97,f,2,2,0,0,2.17
46100829,300807248,Nick,2019-10-07,"Dallas, TX",within a few hours,100%,100%,t,Oak Lawn,3,3,t,t,District 14,Dallas,Entire loft,Entire home/apt,2,1 bath,1,1,89,30,1125,t,1,31,45,265,3/7/23,12,7,1,5,5,5,5,5,4.92,4.92,t,3,3,0,0,0.42
47203673,264117593,Megha,2019-05-25,"Irving, TX",within an hour,100%,100%,t,Oak Lawn,5,12,t,t,District 9,Dallas,Entire townhouse,Entire home/apt,4,1 bath,1,1,87,30,1125,t,30,60,90,300,3/7/23,24,0,0,4.29,4.25,4.08,4.71,4.67,4.33,4.08,f,2,2,0,0,0.9
46495397,216099836,Joe,2018-09-18,"Dallas, TX",within an hour,100%,100%,f,Far North Dallas,2,2,t,t,District 12,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,1,78,1,1125,t,23,52,82,357,3/7/23,55,18,1,4.8,4.84,4.76,4.76,4.96,4.91,4.73,f,2,2,0,0,1.98
47222578,304616861,Chukwudi,2019-10-26,N/A,within an hour,100%,100%,t,Old East Dallas,1,2,t,t,District 2,Dallas,Entire townhouse,Entire home/apt,8,2.5 baths,3,4,334,1,1125,t,21,51,78,353,3/7/23,24,24,1,4.83,4.96,4.71,5,4.96,4.92,4.88,t,1,1,0,0,4.04
46105531,372645485,Annie,2020-10-20,"Dallas, TX",within an hour,100%,98%,f,Cityplace,42,55,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,114,2,365,t,12,42,72,347,3/7/23,26,11,1,4.73,4.81,4.96,4.58,4.92,4.85,4.73,f,6,6,0,0,0.91
46512269,2652179,Leigh,2012-06-16,"Dallas, TX",N/A,N/A,N/A,f,Old Lake Highlands,1,5,t,t,District 9,Dallas,Entire home,Entire home/apt,5,1 bath,2,2,175,3,5,t,0,0,0,0,3/7/23,7,0,0,5,5,5,5,5,4.86,4.86,f,1,1,0,0,0.29
46125606,329464978,Aly,2020-01-20,"Dallas, TX",within an hour,100%,99%,f,Lake Highlands,35,37,t,t,District 10,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,2,75,30,1125,t,0,0,1,200,3/7/23,54,6,1,4.43,4.52,4.61,4.87,4.91,4.2,4.48,f,35,35,0,0,1.91
46128147,43530829,Teri,2015-09-06,"Dallas, TX",within an hour,100%,98%,t,Old East Dallas,3,3,t,t,District 14,Dallas,Entire home,Entire home/apt,8,3.5 baths,3,5,282,1,365,t,13,32,57,323,3/7/23,147,48,4,4.97,4.99,4.93,4.99,4.97,4.88,4.95,f,2,2,0,0,5.18
46140876,26438693,Jessica,2015-01-20,"Dallas, TX",within a day,90%,79%,t,Bent Tree,12,15,t,t,District 2,Dallas,Entire condo,Entire home/apt,3,1 bath,1,2,69,21,365,t,0,0,6,227,3/7/23,3,3,0,5,5,5,5,4.67,5,5,f,11,11,0,0,0.31
46521760,35493459,Antonio,2015-06-10,"Dallas, TX",within an hour,100%,70%,t,Buckner Terrace / Everglade Park,9,9,t,t,District 7,Dallas,Entire home,Entire home/apt,8,2.5 baths,4,4,281,5,1125,t,26,56,86,361,3/7/23,7,0,0,4.86,4.86,4.86,5,5,5,4.86,f,2,2,0,0,0.26
46534691,373957214,Alex,2020-10-31,"Dallas, TX",within an hour,97%,98%,t,Kessler,24,33,t,f,District 1,Dallas,Entire loft,Entire home/apt,4,1 bath,1,3,106,1,120,t,22,50,80,355,3/7/23,153,64,5,4.79,4.8,4.77,4.91,4.88,4.93,4.77,f,24,24,0,0,5.63
46535220,47763153,Paramount,2015-10-30,"Carrollton, TX",within an hour,100%,99%,f,Oak Lawn,11,59,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,5,2 baths,2,4,125,14,1125,t,19,49,62,270,3/7/23,18,17,0,4.22,4,4.11,4.22,4.22,4.72,4.11,t,10,10,0,0,0.67
47236229,54109381,Kendrea,2016-01-10,"Dallas, TX",N/A,N/A,100%,f,South Dallas,1,1,t,t,District 7,Dallas,Private room in home,Private room,2,1 private bath,1,1,72,3,1125,t,0,0,0,0,3/7/23,10,6,0,5,5,5,5,5,4,5,t,1,0,1,0,0.5
46546307,264404309,Royal,2019-05-27,"Carrollton, TX",within an hour,100%,100%,f,Oak Lawn,31,88,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,5,2 baths,2,4,126,1,120,t,11,41,52,87,3/7/23,19,12,1,4.16,4.32,4.32,3.89,4.32,4.89,4.42,t,22,22,0,0,0.69
47238756,355241657,Brianna,2020-07-09,"Aurora, CO",within an hour,100%,100%,t,Kipling,6,8,t,f,District 14,Dallas,Entire townhouse,Entire home/apt,7,3.5 baths,3,7,228,3,1125,t,12,28,45,115,3/7/23,120,54,4,4.76,4.88,4.54,4.96,4.93,4.91,4.83,f,1,1,0,0,4.51
47255719,66471365,Tinker,2016-04-09,"Fort Worth, TX",within an hour,100%,95%,t,Fort Worth,8,11,t,t,District 9,Dallas,Entire loft,Entire home/apt,1,1 bath,1,1,84,30,1125,t,22,52,82,116,3/7/23,4,1,0,5,5,5,5,5,4.75,4.75,f,3,3,0,0,0.17
47271895,88163764,Micah,2016-08-05,"Dallas, TX",within an hour,67%,100%,f,North Dallas,1,1,t,t,District 11,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,79,3,1125,t,0,0,5,95,3/7/23,31,8,0,4.58,4.65,4.26,4.97,4.94,4.74,4.68,t,1,1,0,0,1.17
46163828,91741841,Mayne,2016-08-24,"Frisco, TX",N/A,N/A,N/A,f,Cedars,1,1,t,f,District 7,Dallas,Entire loft,Entire home/apt,5,1 bath,1,2,240,3,14,f,0,0,0,0,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
46169055,90092903,Kelly,2016-08-15,N/A,N/A,N/A,100%,f,Little Forest Hills,1,1,t,t,District 9,Dallas,Entire home,Entire home/apt,4,2 baths,2,2,175,2,14,t,0,0,0,0,3/7/23,18,2,0,4.94,5,5,5,5,4.94,5,f,1,1,0,0,0.65
46187907,64242304,Megan,2016-03-23,N/A,within an hour,100%,100%,t,Central Dallas,13,13,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,130,1,1125,t,0,20,50,325,3/7/23,21,4,1,4.62,4.71,4.81,4.9,4.81,4.57,4.43,f,8,8,0,0,0.76
46237603,43042344,Heath,2015-08-31,"Dallas, TX",within an hour,100%,100%,f,Old East Dallas,311,333,t,t,District 2,Dallas,Entire home,Entire home/apt,6,2 baths,3,3,194,2,1125,t,21,50,74,349,3/7/23,37,15,2,4.05,4.16,4.11,4.7,4.32,4.68,4.05,t,155,155,0,0,1.31
46546885,197416614,Abiemwense,2018-06-23,"Houston, TX",N/A,N/A,N/A,f,Far North Dallas,2,4,t,t,District 11,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,39,2,365,f,0,0,0,0,3/7/23,9,0,0,4.11,4.22,4.33,3.56,3.89,4.89,4.44,f,1,1,0,0,0.33
46238394,131531941,Jason,2017-05-22,"Dallas, TX",within a day,67%,100%,f,Old East Dallas,1,1,t,f,District 2,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,99,2,365,t,27,57,87,177,3/7/23,67,10,0,4.72,4.76,4.69,4.51,4.73,4.99,4.66,t,1,1,0,0,2.37
47301186,373957214,Alex,2020-10-31,"Dallas, TX",within an hour,97%,98%,t,Kessler,24,33,t,f,District 1,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,93,1,180,t,26,56,86,361,3/7/23,99,11,1,4.79,4.89,4.78,4.83,4.84,4.87,4.68,t,24,24,0,0,3.77
47301701,373957214,Alex,2020-10-31,"Dallas, TX",within an hour,97%,98%,t,Kessler,24,33,t,f,District 1,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,108,1,60,t,25,55,85,360,3/7/23,200,85,9,4.73,4.81,4.68,4.84,4.83,4.76,4.74,t,24,24,0,0,8.68
47308095,23916014,Braden,2014-11-18,"Dallas, TX",within an hour,100%,97%,t,Old East Dallas,69,74,t,t,District 14,Dallas,Entire home,Entire home/apt,5,1 bath,2,2,165,19,365,t,0,24,34,296,3/7/23,8,5,0,5,5,4.88,5,5,5,5,t,69,69,0,0,0.33
47318152,70557587,Chandra,2016-05-05,"Dallas, TX",within an hour,100%,100%,f,Old East Dallas,2,6,t,t,District 2,Dallas,Entire home,Entire home/apt,9,2 baths,2,4,112,2,1125,t,10,26,47,301,3/7/23,95,49,1,4.79,4.87,4.72,4.91,4.86,4.51,4.8,f,2,2,0,0,4.71
46238748,181205324,Plushy,2018-03-29,"Scottsdale, AZ",within an hour,100%,99%,f,North,164,416,t,t,District 11,Dallas,Entire home,Entire home/apt,12,3 baths,5,5,230,2,1125,t,26,47,77,350,3/7/23,65,22,0,4.75,4.8,4.72,4.49,4.88,4.89,4.68,t,5,5,0,0,2.3
46251466,5790940,Jason,2013-04-05,N/A,within an hour,100%,100%,t,Far North Dallas,6,12,t,t,District 11,Dallas,Entire home,Entire home/apt,10,2 baths,3,6,202,60,1125,t,19,49,79,354,3/7/23,30,12,0,4.7,4.7,4.7,4.87,4.7,4.5,4.63,f,3,3,0,0,1.06
46547242,66227163,Rosie,2016-04-07,"Dallas, TX",within an hour,100%,100%,t,Oak Cliff,5,5,t,t,District 3,Dallas,Entire home,Entire home/apt,10,2 baths,5,8,237,1,1125,t,18,41,71,338,3/7/23,176,52,5,4.88,4.81,4.84,4.93,4.97,4.88,4.88,t,4,4,0,0,6.37
47321509,372592509,Victor From CozySuites,2020-10-19,"Dallas, TX",within an hour,100%,98%,f,Dallas Downtown Historic District,56,139,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,2,109,2,180,t,20,50,80,355,3/7/23,38,11,1,4.61,4.66,4.63,4.61,4.76,4.68,4.5,f,55,55,0,0,1.5
47322558,372592509,Victor From CozySuites,2020-10-19,"Dallas, TX",within an hour,100%,98%,f,Dallas Downtown Historic District,56,139,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,10,4 baths,4,6,466,2,180,t,20,44,74,349,3/7/23,6,5,0,4.67,4.83,4.67,4.83,5,4.67,4.5,f,55,55,0,0,0.33
47342610,372592509,Victor From CozySuites,2020-10-19,"Dallas, TX",within an hour,100%,98%,f,Dallas Downtown Historic District,56,139,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,5,2 baths,2,3,200,2,180,t,20,44,74,349,3/7/23,19,12,1,4.68,4.95,4.63,4.68,5,4.68,4.84,f,55,55,0,0,0.74
46581123,157425268,Jen,2017-11-04,N/A,within an hour,100%,99%,t,Downtown Bentonville,20,20,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,146,1,1125,t,0,15,45,135,3/7/23,63,17,1,4.89,4.94,4.98,4.83,4.97,4.95,4.84,f,10,10,0,0,2.29
47342742,372592509,Victor From CozySuites,2020-10-19,"Dallas, TX",within an hour,100%,98%,f,Dallas Downtown Historic District,56,139,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,2,109,2,180,t,28,58,88,363,3/7/23,13,5,0,4.46,4.77,4.54,4.31,4.85,4.46,4.23,f,55,55,0,0,0.57
47360789,372592509,Victor From CozySuites,2020-10-19,"Dallas, TX",within an hour,100%,98%,f,Dallas Downtown Historic District,56,139,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,10,4 baths,4,6,466,2,180,t,21,51,81,356,3/7/23,4,2,0,4.25,4.75,4.25,4.75,5,5,4.5,f,55,55,0,0,0.16
47361229,372592509,Victor From CozySuites,2020-10-19,"Dallas, TX",within an hour,100%,98%,f,Dallas Downtown Historic District,56,139,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,2,109,2,180,t,27,57,87,362,3/7/23,17,4,1,4.76,4.88,4.88,4.76,4.71,4.82,4.71,f,55,55,0,0,0.65
46259707,65241900,Summer,2016-03-31,"Tyler, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,District 1,Dallas,Entire home,Entire home/apt,6,4 baths,3,3,975,3,1125,t,21,51,81,171,3/7/23,21,3,0,5,4.95,4.95,5,5,5,4.95,f,1,1,0,0,0.76
46581596,157425268,Jen,2017-11-04,N/A,within an hour,100%,99%,t,Downtown Bentonville,20,20,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,132,1,1125,t,18,46,76,166,3/7/23,68,23,2,4.96,4.99,4.94,4.88,4.99,4.9,4.9,f,10,10,0,0,2.49
46581675,157425268,Jen,2017-11-04,N/A,within an hour,100%,99%,t,Downtown Bentonville,20,20,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,146,1,1125,t,10,11,11,50,3/7/23,91,36,3,4.98,4.96,4.99,4.91,4.97,4.96,4.91,f,10,10,0,0,3.32
46259749,66353000,Gina & John,2016-04-08,"Dallas, TX",within an hour,100%,100%,t,Lake Highlands,11,11,t,t,District 7,Dallas,Entire home,Entire home/apt,8,2 baths,3,5,156,2,28,t,16,36,66,241,3/7/23,108,43,3,4.71,4.74,4.89,4.93,4.88,3.99,4.63,t,7,7,0,0,3.84
46260016,46497516,Sandy,2015-10-13,"Dallas, TX",N/A,N/A,100%,t,Kessler,1,1,t,t,District 1,Dallas,Entire guest suite,Entire home/apt,4,1 bath,2,2,95,1,1125,t,0,0,0,0,3/7/23,119,48,0,4.97,5,4.99,4.97,4.99,5,4.97,f,1,1,0,0,4.21
46262025,88566861,Kasa,2016-08-07,"San Francisco, CA",within an hour,100%,99%,f,Downtown Austin,245,288,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,188,2,280,t,29,59,89,299,3/7/23,54,15,1,4.8,4.89,4.74,4.81,4.87,4.96,4.7,f,11,11,0,0,1.92
47361631,372592509,Victor From CozySuites,2020-10-19,"Dallas, TX",within an hour,100%,98%,f,Dallas Downtown Historic District,56,139,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,2,109,2,180,t,14,44,74,349,3/7/23,14,8,0,4.79,5,4.64,4.71,5,4.93,4.79,f,55,55,0,0,0.54
47364137,46227660,Jomy,2015-10-10,"Irving, TX",within a day,100%,92%,t,Northeast Dallas,1,1,t,t,District 14,Dallas,Entire home,Entire home/apt,6,1 bath,3,3,151,2,1125,t,23,32,54,54,3/7/23,84,25,1,4.88,4.98,4.93,4.95,4.99,4.85,4.87,f,1,1,0,0,3.17
47395722,359214052,Cecil,2020-07-29,N/A,within an hour,100%,100%,t,Far North Dallas,8,10,t,f,District 12,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,3,96,3,28,t,3,31,42,164,3/7/23,28,11,1,4.89,4.96,4.93,4.93,5,4.96,4.79,f,8,8,0,0,1.09
47395917,152103107,Chad,2017-09-25,"Dallas, TX",within an hour,100%,99%,f,Old East Dallas,6,6,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,127,1,30,t,12,42,72,347,3/7/23,51,24,4,4.75,4.78,4.51,4.88,4.8,4.84,4.76,f,6,6,0,0,1.93
46581765,157425268,Jen,2017-11-04,N/A,within an hour,100%,99%,t,Downtown Bentonville,20,20,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,5,2 baths,2,3,158,1,1125,t,21,51,81,171,3/7/23,93,39,2,4.91,4.95,4.96,4.92,4.97,4.82,4.87,f,10,10,0,0,3.41
47400116,185008347,Kathy E,2018-04-18,"Dallas, TX",N/A,N/A,100%,f,West Dallas,1,1,t,t,District 6,Dallas,Entire home,Entire home/apt,9,3 baths,3,4,396,2,1125,t,30,60,90,180,3/7/23,5,1,0,4.6,4.4,4.8,4.8,4.2,4.6,4.4,t,1,1,0,0,0.29
47424439,104360889,Levi,2016-11-19,"Dallas, TX",N/A,N/A,98%,t,Junius Heights,2,2,t,t,District 14,Dallas,Entire home,Entire home/apt,2,1 bath,1,1,120,2,1125,t,0,0,0,0,3/7/23,3,0,0,5,5,5,5,4.67,5,5,f,2,2,0,0,0.12
46281652,23916014,Braden,2014-11-18,"Dallas, TX",within an hour,100%,97%,t,Old East Dallas,69,74,t,t,District 2,Dallas,Entire condo,Entire home/apt,3,1 bath,1,1,118,19,365,t,0,14,44,318,3/7/23,12,6,0,4.75,4.75,4.75,4.75,4.75,4.67,4.67,t,69,69,0,0,0.45
46316713,37853441,Azar,2015-07-08,N/A,within an hour,100%,99%,f,Northwood Hills,20,33,t,t,District 11,Dallas,Entire guest suite,Entire home/apt,2,1 bath,1,1,59,2,1125,t,6,36,55,269,3/7/23,65,26,0,4.31,4.49,4.23,4.71,4.71,4.72,4.51,f,8,3,5,0,2.32
46353066,156543716,Corporate Short Stays Dallas,2017-10-28,"Dallas, TX",within an hour,100%,99%,f,Downtown,57,75,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,117,1,365,t,28,56,84,356,3/7/23,9,5,0,4.22,4.22,3.67,4.67,4.22,5,4.22,t,26,26,0,0,0.36
46353979,7257731,Anna,2013-07-03,"Dallas, TX",within a few hours,100%,50%,t,Washington Heights,3,5,t,t,District 10,Dallas,Private room in home,Private room,1,1 private bath,1,1,90,3,14,t,30,60,90,365,3/7/23,1,1,0,5,5,5,5,5,5,5,f,2,1,1,0,0.11
46358782,329464978,Aly,2020-01-20,"Dallas, TX",within an hour,100%,99%,f,Lake Highlands,35,37,t,t,District 10,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,71,30,1125,t,0,6,36,251,3/7/23,11,6,1,4.82,4.73,4.45,5,5,4.55,4.82,f,35,35,0,0,0.45
46582279,157425268,Jen,2017-11-04,N/A,within an hour,100%,99%,t,Downtown Bentonville,20,20,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,5,2 baths,2,3,138,1,1125,t,21,51,79,169,3/7/23,76,37,3,4.92,4.91,4.92,4.58,4.95,4.86,4.87,f,10,10,0,0,2.81
47448909,236837245,Zakiyya,2019-01-15,"Dallas, TX",within a day,50%,94%,f,N/A,1,1,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,1,95,2,1125,t,0,0,0,275,3/7/23,17,17,0,5,5,4.94,5,4.82,4.94,5,f,1,1,0,0,1.61
47450254,383050132,Bria,2021-01-04,N/A,N/A,N/A,N/A,f,Oak Lawn,1,3,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,1,70,1,1125,f,0,0,0,0,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
46360440,51662786,Shelby,2015-12-18,"Dallas, TX",within an hour,99%,93%,f,Old East Dallas,21,23,t,t,District 14,Dallas,Entire home,Entire home/apt,8,3.5 baths,3,4,278,3,1125,t,0,0,0,0,3/7/23,16,9,0,4.69,4.75,4.63,5,4.94,5,4.88,t,21,21,0,0,0.88
46376113,23916014,Braden,2014-11-18,"Dallas, TX",within an hour,100%,97%,t,Old East Dallas,69,74,t,t,District 2,Dallas,Entire condo,Entire home/apt,4,1 bath,1,1,136,19,365,t,0,29,36,268,3/7/23,16,10,0,5,5,5,5,5,4.94,5,t,69,69,0,0,0.82
46582356,157425268,Jen,2017-11-04,N/A,within an hour,100%,99%,t,Downtown Bentonville,20,20,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,5,2 baths,2,3,143,1,1125,t,24,54,84,110,3/7/23,67,29,3,4.9,4.96,4.99,4.66,4.93,4.96,4.93,f,10,10,0,0,2.47
46396006,119531958,Bo And Joy,2017-03-06,"Dallas, TX",within an hour,100%,100%,t,Knox / Henderson,14,15,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,86,1,60,t,11,37,64,121,3/7/23,80,31,4,4.83,4.95,4.9,4.93,4.94,4.93,4.75,f,14,14,0,0,2.85
46431698,1812060,Jeremy & Kelsey,2012-02-26,"Dallas, TX",within an hour,100%,100%,t,Belmont,4,5,t,t,District 14,Dallas,Entire home,Entire home/apt,6,1 bath,2,4,235,150,250,t,0,0,0,0,3/7/23,175,51,2,4.9,4.93,4.79,4.98,4.98,4.89,4.78,f,4,4,0,0,6.27
46445638,267708586,Brent,2019-06-10,"Dallas, TX",N/A,N/A,100%,t,Knox / Henderson,2,2,t,t,District 14,Dallas,Entire condo,Entire home/apt,3,1 bath,1,1,119,150,1125,t,0,0,0,0,3/7/23,24,5,0,4.92,4.88,4.83,4.92,4.96,4.92,4.75,f,1,1,0,0,1.43
46467022,350737522,Corporate,2020-06-18,N/A,N/A,N/A,100%,f,Dallas Downtown Historic District,19,21,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,103,30,365,t,20,50,80,143,3/7/23,0,0,0,0,0,0,0,0,0,0,t,16,16,0,0,N/A
47456052,45940629,Diana,2015-10-06,"Austin, TX",N/A,N/A,N/A,f,Old East Dallas,1,3,t,t,District 14,Dallas,Private room in rental unit,Private room,4,1.5 shared baths,1,1,50,1,365,t,0,0,0,0,3/7/23,10,0,0,4.9,4.8,4.6,4.9,5,4.8,4.8,f,1,0,1,0,0.38
47457865,404619018,Ruiz,2021-06-01,N/A,N/A,N/A,N/A,f,N/A,2,3,t,t,District 14,Dallas,Entire condo,Entire home/apt,5,1 bath,1,2,93,28,365,t,26,52,78,337,3/7/23,7,2,0,5,5,4.86,5,5,5,4.86,t,2,2,0,0,0.31
47464197,263502162,Landing,2019-05-22,"San Francisco, CA",within a few hours,88%,99%,f,Charter Oak,3286,4525,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,167,30,1125,t,0,0,0,0,3/7/23,0,0,0,0,0,0,0,0,0,0,t,81,81,0,0,N/A
46582419,157425268,Jen,2017-11-04,N/A,within an hour,100%,99%,t,Downtown Bentonville,20,20,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,147,1,1125,t,0,20,50,107,3/7/23,59,14,0,4.88,4.93,5,4.76,4.81,4.85,4.86,f,10,10,0,0,2.17
46582477,157425268,Jen,2017-11-04,N/A,within an hour,100%,99%,t,Downtown Bentonville,20,20,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,147,1,1125,t,17,47,77,134,3/7/23,12,2,0,5,4.92,5,4.92,5,4.92,4.92,f,10,10,0,0,0.45
47478037,359214052,Cecil,2020-07-29,N/A,within an hour,100%,100%,t,Far North Dallas,8,10,t,f,District 12,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,3,95,3,28,t,4,8,16,108,3/7/23,21,11,2,4.9,5,4.9,5,5,4.9,4.9,f,8,8,0,0,0.82
47478451,359214052,Cecil,2020-07-29,N/A,within an hour,100%,100%,t,Far North Dallas,8,10,t,f,District 12,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,3,96,3,1125,t,6,36,41,67,3/7/23,19,9,1,4.95,4.89,4.95,5,5,4.95,4.95,f,8,8,0,0,0.74
47482181,263502162,Landing,2019-05-22,"San Francisco, CA",within a few hours,88%,99%,f,Charter Oak,3286,4525,t,t,District 12,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,81,30,1125,t,0,0,0,0,3/7/23,1,0,0,3,4,5,5,3,5,4,t,81,81,0,0,0.04
47482189,263502162,Landing,2019-05-22,"San Francisco, CA",within a few hours,88%,99%,f,Charter Oak,3286,4525,t,t,District 12,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,83,30,1125,t,0,0,0,191,3/7/23,1,0,0,3,4,5,2,2,4,4,t,81,81,0,0,0.07
47482205,263502162,Landing,2019-05-22,"San Francisco, CA",within a few hours,88%,99%,f,Charter Oak,3286,4525,t,t,District 12,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,87,30,1125,t,0,29,59,334,3/7/23,1,1,0,3,2,4,1,3,5,3,t,81,81,0,0,0.24
47492661,11801188,Rc,2014-01-30,"Dallas, TX",within an hour,100%,86%,f,Northeast Dallas,4,6,t,t,District 2,Dallas,Entire condo,Entire home/apt,6,2 baths,2,3,156,7,368,t,5,35,65,340,3/7/23,2,2,0,5,5,5,5,5,5,5,f,4,4,0,0,0.18
47510516,155311368,Tera,2017-10-19,"Duncanville, TX",within an hour,100%,87%,t,Old East Dallas,5,5,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,99,1,365,t,5,35,65,155,3/7/23,125,37,0,4.78,4.84,4.79,4.97,4.95,4.71,4.78,f,5,5,0,0,4.76
47511619,383488004,Rj,2021-01-07,N/A,N/A,N/A,N/A,f,Oak Lawn,1,1,t,f,District 14,Dallas,Entire home,Entire home/apt,16,2.5 baths,4,9,409,1,1125,f,0,0,0,0,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
47512112,359214052,Cecil,2020-07-29,N/A,within an hour,100%,100%,t,Far North Dallas,8,10,t,f,District 12,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,98,3,28,t,0,20,34,152,3/7/23,17,7,0,4.82,4.94,4.88,5,5,5,4.71,f,8,8,0,0,0.66
47526988,155311368,Tera,2017-10-19,"Duncanville, TX",within an hour,100%,87%,t,Old East Dallas,5,5,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,99,1,365,t,5,35,65,155,3/7/23,173,64,0,4.79,4.82,4.76,4.92,4.95,4.77,4.75,f,5,5,0,0,6.59
47531412,104665102,Lamar,2016-11-21,"Dallas, TX",N/A,N/A,96%,t,N/A,2,2,t,t,District 8,Dallas,Private room in home,Private room,2,1 shared bath,1,1,65,2,31,t,29,59,89,179,3/7/23,17,11,0,5,5,5,5,5,5,4.71,f,2,0,2,0,0.83
47544815,263502162,Landing,2019-05-22,"San Francisco, CA",within a few hours,88%,99%,f,Charter Oak,3286,4525,t,t,District 1,Dallas,Entire rental unit,Entire home/apt,4,2 baths,2,2,116,30,1125,t,25,55,85,360,3/7/23,0,0,0,0,0,0,0,0,0,0,t,81,81,0,0,N/A
47549731,34693825,Tal,2015-05-31,"Dallas, TX",within an hour,100%,96%,f,Northeast Carrollton,138,143,t,t,District 12,Dallas,Entire home,Entire home/apt,14,2 baths,5,7,271,2,1125,t,15,45,75,350,3/7/23,29,11,2,4.93,4.86,4.93,4.97,5,4.9,4.86,f,6,6,0,0,1.11
46467023,350737522,Corporate,2020-06-18,N/A,N/A,N/A,100%,f,Dallas Downtown Historic District,19,21,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,114,30,500,t,0,0,0,199,3/7/23,0,0,0,0,0,0,0,0,0,0,t,16,16,0,0,N/A
